STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2017,,34290,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2018,,35080,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2019,,36090,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2020,,34280,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2021,,36950,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2022,,39010,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2023,,41330,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",FR,France,2024,,42630,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2013,,10530,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2014,,10450,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2015,,10810,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2016,,11400,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2017,,12160,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2018,,12960,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2019,,13990,,b,break in time series,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2020,,12840,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2021,,14890,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2022,,17260,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2023,,19800,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HR,Croatia,2024,,21710,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2013,,10350,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2014,,10810,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2015,,11520,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2016,,11950,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2017,,13080,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2018,,14070,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2019,,15200,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2020,,14370,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2021,,16090,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2022,,17600,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2023,,20500,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",HU,Hungary,2024,,21470,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2013,,39650,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2014,,43160,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2015,,58040,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2016,,58120,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2017,,63990,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2018,,68470,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2019,,73210,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2020,,75920,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2021,,88220,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2022,,100180,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2023,,96290,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IE,Ireland,2024,,99060,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2013,,26880,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2014,,27120,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2015,,27620,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2016,,28360,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2017,,29070,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2018,,29690,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2019,,30200,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2020,,28100,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2021,,31160,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2022,,33860,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2023,,36130,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",IT,Italy,2024,,37180,,e,estimated,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2013,,11780,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2014,,12400,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2015,,12860,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2016,,13490,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2017,,14870,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2018,,16300,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2019,,17520,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2020,,17890,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2021,,20180,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2022,,23820,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2023,,25700,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LT,Lithuania,2024,,26990,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2013,,90030,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2014,,92760,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2015,,95090,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2016,,96230,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2017,,97440,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2018,,98750,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2019,,100450,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2020,,102230,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2021,,112860,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2022,,118310,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LU,Luxembourg,2023,,118770,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2013,,10930,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2014,,11430,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2015,,12010,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2016,,12500,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2017,,13400,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2018,,14620,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2019,,15450,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2020,,15370,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2021,,17130,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2022,,19140,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2023,,20930,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",LV,Latvia,2024,,21610,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2013,,19120,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2014,,20620,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2015,,23000,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2016,,23900,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2017,,26820,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2018,,28240,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2019,,28920,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2020,,27880,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2021,,32180,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2022,,34340,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2023,,37110,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",MT,Malta,2024,,39350,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2013,,39610,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2014,,40240,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2015,,41270,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2016,,42290,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2017,,43830,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2018,,45690,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2019,,47840,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2020,,46810,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2021,,50850,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2022,,56140,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2023,,59720,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",NL,Netherlands,2024,,62950,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2013,,10260,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2014,,10750,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2015,,11390,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2016,,11270,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2017,,12360,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2018,,13280,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2019,,14190,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2020,,14310,,b,break in time series,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2021,,15770,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2022,,17520,,b,break in time series,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2023,,19900,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PL,Poland,2024,,22410,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2013,,16300,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2014,,16620,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2015,,17280,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2016,,18000,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2017,,18910,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2018,,19840,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2019,,20710,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2020,,19360,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2021,,20800,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2022,,23300,,,,,
